"序号","题目","选项1","选项2","选项3","选项4","正确答案","正确奖励id","错误奖励id","精灵id"
"62","王菲演唱了苏轼的水调歌头的一首歌是？","明月几时有","把酒问青天念奴娇","念奴娇","锄禾","1","5870","5880",""
"63","歌曲《爱笑的眼睛》演唱者是？","林俊杰","周杰伦","张杰","魏晨","1","5870","5880",""
"64","歌曲《断点》是谁的成名曲？","张敬轩","刘欢","齐秦","成龙","1","5870","5880",""
"65","歌曲《花好月圆》是谁唱的？","任贤齐","成龙","李宇春","周笔畅","1","5870","5880",""
"66","歌曲《小苹果》演唱者是？","筷子兄弟","张学友","陈楚生","潘玮柏","1","5870","5880",""
"67","歌曲《爱如潮水》是谁的成名曲？","张信哲","刘欢","齐秦","成龙","1","5870","5880",""
"68","歌曲《阴天》演唱者是？","莫文蔚","周杰伦","张杰","魏晨","1","5870","5880",""
"69","代表作品《下沙》、《诗人的眼泪》是哪位台湾创作型歌手演唱？","游鸿明","李宗盛","郑智化","周杰伦","1","5870","5880",""
"70","歌曲《童话》是谁的成名曲？","光良","刘欢","齐秦","成龙","1","5870","5880",""
"71","歌曲《大约在冬季》是谁的成名曲？","齐秦","方大同","陈楚生","郭富城","1","5870","5880",""
"72","歌曲《时间都去哪儿了》演唱者是？","王铮亮","张学友","陈楚生","潘玮柏","1","5870","5880",""
"73","歌曲《该死的温柔》是谁的成名曲？","马天宇","方大同","陈楚生","郭富城","1","5870","5880",""
"74","歌曲《记事本》是谁的成名曲？","陈慧琳","刘欢","齐秦","成龙","1","5870","5880",""
"75","歌曲《感恩的心》是谁的成名曲？","欧阳菲菲","方大同","陈楚生","郭富城","1","5870","5880",""
"76","歌曲《当你孤单你会想起谁》是谁的成名曲？","张栋梁","方大同","陈楚生","郭富城","1","5870","5880",""
"77","演唱过《看我七十二变》《舞娘》等歌曲的台湾女歌手是谁？","蔡依林","王心凌","萧亚轩","张韶涵","1","5870","5880",""
"78","歌曲《心太软》是谁的成名曲？","任贤齐","刘欢","齐秦","成龙","1","5870","5880",""
"79","歌曲《我们都是好孩子》是谁的成名曲？","王筝","方大同","陈楚生","郭富城","1","5870","5880",""
"80","歌曲《喜欢你》《龙卷风》演唱者是？","G.E.M邓紫棋","张学友","陈楚生","潘玮柏","1","5870","5880",""
"81","歌曲《梦醒时分》是谁的成名曲？","陈淑桦","方大同","陈楚生","郭富城","1","5870","5880",""
"82","中华人民共和国国歌原名是什么？","义勇军进行曲","马赛进行曲","风云儿女","大路歌","1","5870","5880",""
"83","下列歌曲哪一首不是儿歌？","勇气","小燕子","数鸭子","两只老虎","1","5870","5880",""
"84","歌曲《痴心绝对》是谁的成名曲？","李圣杰","方大同","陈楚生","郭富城","1","5870","5880",""
"85","歌曲《星语心愿》是谁的成名曲？","张柏芝","张惠妹","五月天","王杰","1","5870","5880",""
"86","歌曲《棉花糖》是谁的成名曲？","至上励合","张惠妹","五月天","王杰","1","5870","5880",""
"87","歌曲《老男孩》是谁的成名曲？","筷子兄弟","那英","周杰伦","陈奕迅","1","5870","5880",""
"88","歌曲《千千阙歌》是谁的成名曲？","陈慧娴","那英","周杰伦","陈奕迅","1","5870","5880",""
"89","歌曲《我的歌声里》是谁的成名曲？","曲婉婷","那英","周杰伦","陈奕迅","1","5870","5880",""
"90","歌曲《走在冷风中》演唱者是？","刘思涵","周杰伦","张杰","魏晨","1","5870","5880",""
"91","歌曲《如果这都不算爱》演唱者是？","张学友","周杰伦","张杰","魏晨","1","5870","5880",""
"92","歌曲《你把我灌醉》是谁的成名曲？","黄大炜","张惠妹","五月天","王杰","1","5870","5880",""
"93","歌曲《红日》是谁的成名曲？","李克勤","那英","周杰伦","陈奕迅","1","5870","5880",""
"94","歌曲《无所谓》是谁的成名曲？","杨坤","那英","周杰伦","陈奕迅","1","5870","5880",""
"95","歌曲《独角戏》是谁的成名曲？","许茹芸","张惠妹","五月天","王杰","1","5870","5880",""
"96","歌曲《白桦树》是谁的成名曲？","朴树","张国荣","苏打绿","周传雄","1","5870","5880",""
"97","歌曲《想你的夜》是谁的成名曲？","关喆","伍佰","范玮琪","宋祖英","1","5870","5880",""
"98","歌曲《2002年的第一场雪》是谁的成名曲？","刀郎","张国荣","苏打绿","周传雄","1","5870","5880",""
"99","歌曲《城里的月光》是谁的成名曲？","许美静","伍佰","范玮琪","宋祖英","1","5870","5880",""
"100","歌曲《倔强》是谁的成名曲？","五月天","伍佰","范玮琪","宋祖英","1","5870","5880",""
"101","歌曲《平凡之路》演唱者是？","朴树","张学友","陈楚生","潘玮柏","1","5870","5880",""
"102","歌曲《相见恨晚》是谁的成名曲？","彭佳慧","那英","周杰伦","陈奕迅","1","5870","5880",""
"103","歌曲《一场游戏一场梦》是谁的成名曲？","王杰","那英","周杰伦","陈奕迅","1","5870","5880",""
"104","歌曲《最熟悉的陌生人》是谁的成名曲？","萧亚轩","张雨生","莫文蔚","郑源","1","5870","5880",""
"105","歌曲《流星雨》是谁的成名曲？","F4","张惠妹","五月天","王杰","1","5870","5880",""
"106","歌曲《在他乡》是谁的成名曲？","水木年华","张惠妹","五月天","王杰","1","5870","5880",""
"107","歌曲《青春修炼手册》《幸运符号》演唱者是？","TFBOYS","张学友","陈楚生","潘玮柏","1","5870","5880",""
"108","歌曲《海绵宝宝》演唱者是？","回音哥","周杰伦","张杰","魏晨","1","5870","5880",""
"109","“433”“352”“442”阵型是哪种运动的术语？","足球","网球","橄榄球","篮球","1","5870","5880",""
"110","一般国际足球赛的比赛时间为？","90分钟","60分钟","30分钟","10分钟","1","5870","5880",""
"111","2014的世界杯中，中国队共参加了几场比赛？","少年，没有中国队","5场","2场","3场","1","5870","5880",""
"112","2014年世界杯在哪里举行？","巴西","中国","日本","北京","1","5870","5880",""
"113","国际足球联合会的英文缩写为什么？","FIFA","FOOT","GOLF","FC","1","5870","5880",""
"114","被国际足联评为20世纪的世纪足球小姐的中国足球运动员是谁？","孙雯","韩端","徐媛","汪宁宁","1","5870","5880",""
"115","运动员为了提高成绩而违法服用的禁药统称为什么？","兴奋剂","维他命","抗生素","红牛","1","5870","5880",""
"116","阿里巴巴掌门人马云，要收购中国哪家足球俱乐部股权？","广州恒大","北京国安","杭州绿城","中国队","1","5870","5880",""
"117","足球比赛时，驱逐球员出场用的牌子为？","红色","黄色","绿色","白色","1","5870","5880",""
"118","号称“世界第一运动”的项目是？","足球","篮球","乒乓球","排球","1","5870","5880",""
"119","曾获亚洲足球先生的中国足球运动员是谁？","范志毅","孙祥","邵佳一","郝海东","1","5870","5880",""
"120","梅西是哪个国家的？","阿根廷","巴西","丹麦","法国","1","5870","5880",""
"121","哪只球队被网友及球迷称为历史上最稳定的足球队？","中国队","日本队","韩国队","朝鲜队","1","5870","5880",""
"122","第一个登陆欧洲足球冠军联赛的中国球员是？","孙祥","高峰","范志毅","姚明","1","5870","5880",""
"123","下列哪个大洲的足球赛最好看？","欧洲杯","亚洲杯","美洲杯","非洲杯","1","5870","5880",""
"124","现代足球的发源地是哪？","英国","美国","中国","法国","1","5870","5880",""
"125","C罗是哪个国家的？","葡萄牙","西班牙","巴西","英国","1","5870","5880",""
"126","足球比赛时，可替换人数为？","3人","2人","1人","4人","1","5870","5880",""
"127","足球比赛中裁判员单臂上举握拳的手势表示什么意思？","比赛结束","任意球","点球","换人","1","5870","5880",""
"128","足球比赛中，掷界外球方法有两种，助跑和？","原地","跳跃","凌空","脚踢","1","5870","5880",""
"129","足球比赛时，替换球员应从哪里入场？","中线","中圈","球门线","底线处","1","5870","5880",""
"130","第一届世界杯在哪里举行？","乌拉圭","巴西","德国","阿根廷","1","5870","5880",""
"131","足球运动员布冯是哪国门将？","意大利","德国","巴西","英格兰","1","5870","5880",""
"132","足球比赛开球时，守方每一位队员需站在开球点多少码以外？","10码","12码","15码","15码以外","1","5870","5880",""
"133","足球比赛时，当球碰到球门柱及角旗弹回场内，则比赛应该怎样？","继续","停止","出界","判罚球门球","1","5870","5880",""
"134","足球比赛时，球由防守者踢出底线，判什么球？","角球","球门球","十二码罚球","自由球","1","5870","5880",""
"135","足球比赛中，执行头顶球时特别先要固定身体哪个部位？","颈部","肩部","头顶","腰部","1","5870","5880",""
"136","足球比赛中，以下哪一个区域为守门员的保护区？","六码","十八码","十二码","二十码","1","5870","5880",""
"137","2008年北京奥运会足球比赛冠军是哪个国家？","阿根廷","中国","美国","巴西","1","5870","5880",""
"138","足球运动员宣布“挂靴”，表示什么意思？","退役","提升为队长","更换俱乐部","任职国家队","1","5870","5880",""
"139","以下哪个是英格兰球星？","鲁尼","浙尼","苏尼","贵尼","1","5870","5880",""
"140","2002年中国男子国家足球队主教练是？","米卢","油卢","盐卢","柴卢","1","5870","5880",""
"141","2018年世界杯在哪举行？","俄罗斯","德国","南非","卡塔尔","1","5870","5880",""
"142","2004年的欧洲杯在哪里进行？","葡萄牙","比利时","德国","荷兰","1","5870","5880",""
"143","世界杯历史上最快的进球是多少秒？","11","10","12","13","1","5870","5880",""
"144","中国队于2002世界杯失球几个？","9","5","7","11","1","5870","5880",""
"145","世界足球无冕之王是？","荷兰","巴西","意大利","德国","1","5870","5880",""
"146","中国队所参加过的亚洲杯最好的成绩是？","亚军","季军","冠军","殿军","1","5870","5880",""
"147","巴西足球巨星罗纳尔迪尼奥招牌过人动作是？","牛尾巴","钟摆式过人","马赛回旋","踩单车","1","5870","5880",""
"148","著名守门员王大雷目前效力于中超的哪支球队？","山东鲁能","广东恒大","北京现代","广东八一","1","5870","5880",""
"149","2014世界杯四分之一决赛，巴西—哥伦比亚中骨裂退赛的是谁？","内马尔","罗本","C罗","小罗","1","5870","5880",""
"150","世界杯历史上，以下球队，哪支球队击败过强大的中国队？","哥斯达黎加","英格兰","意大利","德国","1","5870","5880",""
"151","足球比赛时，球由防守者踢出底线，判什么球？","角球","球门球","点球","任意球","1","5870","5880",""
"152","足球比赛中，以下不能直接得分的定位球是？","间接任意球","球门球","中圈开球","角球","1","5870","5880",""
"153","足球比赛中，“四三三”阵型中有几个边卫？","2","1","3","4","1","5870","5880",""
"154","中国足球队获得世界杯决赛阶段参赛权是第几届？","17届","18届","19届","20届","1","5870","5880",""
"155","把对方控制的球夺过来，踢出去或破坏掉，什么行为？","抢球","截球","踢球","停球","1","5870","5880",""
"156","罚点球时，罚球点至球门线的距离为多少米？","11米","9.15米","12米","13米","1","5870","5880",""
"157","足球比赛中，缓冲来球的力量是什么动作的关键？","停球","踢球","运球","顶球","1","5870","5880",""
"158","成为第一个两次主办世界杯决赛阶段比赛的国家是？","墨西哥","乌拉圭","巴西","意大利","1","5870","5880",""
"159","世界杯足球赛每几年举办一次？","4","3","2","1","1","5870","5880",""
"160","世界杯足球比赛中，中场休息的时间为？","15分钟","10分钟","20分钟","5分钟","1","5870","5880",""
"161","古代足球称为？","蹴鞠","毽子","藤球","蹴球","1","5870","5880",""
"162","贝克汉姆是哪个运动项目的运动员？","足球","篮球","乒乓球","排球","1","5870","5880",""
"163","下列不属于罗纳尔多的绰号是？","C罗","肥罗","外星人","大罗","1","5870","5880",""
"164","亚洲拥有几个参加世界杯的名额？","4.5个","6个","8个","12个","1","5870","5880",""
"165","被赞誉为“亚洲第一前锋”的是？","郝海东","毛彪","李玮峰","曹阳","1","5870","5880",""
"166","梅西代表哪个国家队出战世界杯？","阿根廷","巴塞罗那","西班牙","玻利维亚","1","5870","5880",""
"167","中国足球唯一一次闯入世界杯是在？","韩日世界杯","德国世界杯","法国世界杯","巴西世界杯","1","5870","5880",""
"168","亚洲俱乐部足球最高等级的赛事是？","亚冠联赛","欧冠联赛","世界杯","大力神杯","1","5870","5880",""
"169","2013年哪只中国球队进亚冠八强？","广州恒大","江苏舜天","北京国安","贵州人和","1","5870","5880",""
"170","下列哪个联赛不是欧洲足球五大联赛？","巴甲","英超","西甲","德甲","1","5870","5880",""
"171","被称为“橙衣军团”的是哪支国家足球队？","荷兰","德国","墨西哥","巴西","1","5870","5880",""
"172","罗纳尔多是哪个国家的著名足球运动员？","巴西","荷兰","英国","意大利","1","5870","5880",""
"173","全垒打是哪个体育项目的得分手段之一？","棒球","垒球","橄榄球","门球","1","5870","5880",""
"174","球场上经常“端着肩膀”的我国国脚是？","范志毅","郝海东","杨晨","宿茂臻","1","5870","5880",""
"175","首届女足世界杯足球赛在哪个国家举行？","中国","韩国","日本","美国","1","5870","5880",""
"176","三星2012伦敦奥运会形象大使是谁？","贝克汉姆","姚明","马拉多纳","朴泰桓","1","5870","5880",""
"177","世界杯中的三巨头是指德国，意大利和哪个国家？","巴西","英国","法国","加拿大","1","5870","5880",""
"178","迄今为止当选世界“足球先生”时最年轻的球星是谁？","罗纳尔多","马拉多纳","贝克汉姆","卡卡","1","5870","5880",""
"179","辣妹维多利亚的丈夫，曾效力于曼联俱乐部的英格兰球员是？","贝克汉姆","吉格斯","乔丹","刘国梁","1","5870","5880",""
"180","1986年世界杯上演了“上帝之手”的足球运动员是谁？","马拉多纳","贝利","罗纳尔多","贝克汉姆","1","5870","5880",""
"181","2014年巴西足球世界杯吉祥物是什么？","三色犰狳","三色龙","公鸡","恐龙","1","5870","5880",""
"182","NBA篮球比赛中，正常情况下，全场一共分为几节进行？","4节","5节","2节","8节","1","5870","5880",""
"183","乔丹的绰号？","飞人","狂人","闪电","大鲨鱼","1","5870","5880",""
"184","在篮球比赛中，灌篮得几分？","2分","1分","3分","4分","1","5870","5880",""
"185","篮球比赛中，谁可以提出暂停申请？","教练员","球队成员","球队队长","球队老板","1","5870","5880",""
"186","美国第一大职业篮球赛事是？","NBA","CBA","WNBA","UFO","1","5870","5880",""
"187","美国篮球梦之队首次亮相并夺冠于哪届奥运会上？","巴塞罗那","亚特兰大","悉尼","北京","1","5870","5880",""
"188","NBA共有多少支球队？","30支","35支","25支","11支","1","5870","5880",""
"189","篮球球星韦德代言的品牌是？","李宁","耐克","阿迪达斯","安踏","1","5870","5880",""
"190","篮球球星科比、詹姆斯代言的品牌是？","耐克","阿迪达斯","双星","安尔乐","1","5870","5880",""
"191","姚明的身高是？","2.26米","1.89米","2.15米","1.96米","1","5870","5880",""
"192","NBA篮球比赛中拥有球权的队必须在获得球后多少秒内投篮？","24秒","18秒","30秒","59秒","1","5870","5880",""
"193","NBA规则里罚球的球员应在多少秒内完成罚球动作？","10秒","12秒","15秒","20秒","1","5870","5880",""
"194","迈克尔.乔丹在芝加哥公牛担任什么位置？","后卫","前锋","中锋","教练","1","5870","5880",""
"195","第一个登陆NBA的中国篮球运动员是谁？","王治郅","姚明","巴特尔","王芳","1","5870","5880",""
"196","篮球比赛双方打成平局需要进行决胜，决胜期时间为多少分钟？","5","3","4","2","1","5870","5880",""
"197","篮球比赛中的违反体育道德犯规的罚则是？","两罚一掷","界外球","一罚一掷","直接驱逐出场","1","5870","5880",""
"198","国际篮球一场比赛应该由四节组成，每节多少分钟？","10分钟","12分钟","15分钟","20分钟","1","5870","5880",""
"199","篮球比赛中，当执行跳球时，每名跳球队员可以合法拍球几次？","2","1","3","4","1","5870","5880",""
"200","一场正式的篮球比赛的时间是多少分钟？","40分钟","35分钟","45分钟","50分钟","1","5870","5880",""
"201","篮球比赛中，进攻队员在后场控球后必须几秒钟内使球进入前场？","8","3","5","10","1","5870","5880",""
"202","篮球运动最早传入的亚洲国家是？","中国","俄罗斯","韩国","日本","1","5870","5880",""
"203","迈克尔.乔丹为哪支球队带来了6座总冠军奖杯？","公牛","奇才","火箭","快船","1","5870","5880",""
"204","芝加哥公牛队6冠期间，队里的第二核心是谁？","皮蓬","罗德曼","杰克逊","克劳斯","1","5870","5880",""
"205","NBA赛季，在季后赛中，共有多少支球队参加比赛？","16支","12支","20支","24支","1","5870","5880",""
"206","篮球队员的号码因跟裁判的手势有关而没有哪三个号码？","1、2、3","1、3、5","2、4、6","30、31、32","1","5870","5880",""
"207","“空中接力”“挡拆”是哪项体育运动的专业术语？","篮球","足球","曲棍球","棒球","1","5870","5880",""
"208","有8个篮球队参加单淘汰比赛，共有几场比赛？","7","10","12","16","1","5870","5880",""
"209","姚明曾效力于NBA哪个球队？","休斯顿火箭队","迈阿密热火队","芝加哥公牛队","洛杉矶湖人队","1","5870","5880",""
"210","篮球运动起源于哪个国家？","美国","中国","法国","日本","1","5870","5880",""
"211","下列不属于篮球假动作的是？","排山倒海","变向运球","眼神骗人","假投真传","1","5870","5880",""
"212","中国篮球协会的英文缩写是？","CBA","NBA","WNBA","UFO","1","5870","5880",""
"213","NBA一共分几个联盟？","两个","三个","四个","三十个","1","5870","5880",""
"214","NBA每个联盟由几个赛区组成？","三个","四个","五个","两个","1","5870","5880",""
"215","NBA每个赛区有几只球队？","五个","两个","三个","四个","1","5870","5880",""
"216","篮球赛场上，每队上场球员有几个？","5个","6个","10个","11个","1","5870","5880",""
"217","下列不属于篮球基本控球技巧的是？","投篮","跨下前后抛球","颈部盘球","持球","1","5870","5880",""
"218","NBA技术统计缩写中“AST”代表什么含义？","助攻次数","篮板球数","投篮成功次数","罚篮成功数","1","5870","5880",""
"219","NBA技术统计缩写中“F”代表什么含义？","前锋","中锋","后卫","替补","1","5870","5880",""
"220","篮球运动的创始人奈史密斯出生于哪里？","加拿大","美国","英国","法国","1","5870","5880",""
"221","篮球运动从美国最早传入的国家是？","法国","巴西","中国","印度","1","5870","5880",""
"222","NBA季后赛一共有多少支球队参加？","16","12","20","24","1","5870","5880",""
"223","NBA正式比赛中，篮筐的高度是多少？","3.05米","2.96米","3.15米","3.26米","1","5870","5880",""
"224","NBA球星迈克尔·乔丹最初效力于哪只球队？","芝加哥公牛队","华盛顿奇才队","夏洛特山猫队","迈阿密热火队","1","5870","5880",""
"225","篮球比赛中历史上哪只球队获得总冠军最多？","凯尔特人队","湖人队","尼克斯队","公牛队","1","5870","5880",""
"226","姚明哪一年宣布正式退役？","2011年","2012年","2013年","2014年","1","5870","5880",""
"227","篮球比赛中最多能带着球走多少步？","三步","五步","十步","不限","1","5870","5880",""
"228","一场正规篮球比赛有几个裁判？","3","4","5","6","1","5870","5880",""
"229","NBA球星林书豪毕业于哪所大学？","哈佛","哈工大","牛津","哥伦比亚","1","5870","5880",""
"230","NBA中，曾和姚明在火箭队搭档的著名球星是谁？","麦迪","卡特","加内特","奥尼尔","1","5870","5880",""
"231","2012年夏天，林书豪与哪个篮球队签订了一份三年的合同？","火箭队","森林狼","湖人队","76人队","1","5870","5880",""
"232","2013-2014赛季NBA共有多少支球队进入季后赛？","16支","17支","18支","19支","1","5870","5880",""
"233","2014年CBA全明星赛在哪个城市举行？","北京","洛杉矶","巴黎","悉尼","1","5870","5880",""
"234","绰号“三分雨”，广东宏远队队长是中国哪位篮球明星？","朱芳雨","易建联","姚明","王治郅","1","5870","5880",""
"235","以下哪位是羽毛球运动员？","林丹","姚明","孙继海","邓亚萍","1","5870","5880",""
"236","以下哪位是篮球运动员？","科比·布莱恩特","邵佳一","罗纳尔多","贝克汉姆","1","5870","5880",""
"237","以下曾经效力于休斯顿火箭队的球星是？","姚明","科比·布莱恩特","奥尼尔","罗纳尔多","1","5870","5880",""
"238","吃、碰、扛是那种传统娱乐活动中的术语？","麻将","围棋","纸牌","国际象棋","1","5870","5880",""
"239","以下哪位是网球运动员？","李娜","林丹","邓亚萍","姚明","1","5870","5880",""
"240","以下曾经效力于芝加哥公牛队的球星是？","乔丹","科比·布莱恩特","奥尼尔","罗纳尔多","1","5870","5880",""
"241","以下哪位是跳水运动员？","郭晶晶","林丹","邓亚萍","姚明","1","5870","5880",""
"242","以下哪位是体操运动员？","李小双","刘翔","郝海东","邓亚萍","1","5870","5880",""
"243","以下哪位是足球运动员？","孙雯","姚明","田亮","邓亚萍","1","5870","5880",""
"244","以下哪位是跳水运动员？","伏明霞","林丹","邓亚萍","姚明","1","5870","5880",""
"245","以下哪位是体操运动员？","李宁","刘翔","郝海东","邓亚萍","1","5870","5880",""
"246","以下哪位是体操运动员？","李小鹏","刘翔","郝海东","邓亚萍","1","5870","5880",""
"247","以下哪位是跳水运动员？","田亮","林丹","邓亚萍","姚明","1","5870","5880",""
"248","以下哪位是乒乓球运动员？","刘国栋","刘璇","刘翔","郝海东","1","5870","5880",""
"249","以下哪位是足球运动员？","郝海东","姚明","田亮","邓亚萍","1","5870","5880",""
"250","跳水运动员郭晶晶的老公是？","霍启刚","邵佳一","林丹","郝海东","1","5870","5880",""
"251","以下哪位是体操运动员？","杨威","刘翔","郝海东","邓亚萍","1","5870","5880",""
"252","足球比赛中的帽子戏法是指一名球员一场比赛仅几个球？","3","4","5","6","1","5870","5880",""
"253","刘翔是什么项目运动员？","田径","体操","游泳","跳水","1","5870","5880",""
"254","李小双是什么项目运动员？","体操","田径","游泳","跳水","1","5870","5880",""
"255","cindy（森蝶）的爸爸是哪位体育明星？","田亮","林丹","姚明","孙继海","1","5870","5880",""
"256","以下哪位是足球运动员？","孙继海","姚明","田亮","邓亚萍","1","5870","5880",""
"257","李宁是什么项目运动员？","体操","田径","游泳","跳水","1","5870","5880",""
